[9G0I] ✓ Exactas: 0 | Distancia: 412 | Pep: 14 | Fallos: 8
[7GIE] ✓ Exactas: 292 | Distancia: 7 | Pep: 9 | Fallos: 5
[6M2N] ✓ Exactas: 431 | Distancia: 7 | Pep: 11 | Fallos: 6
[7GNK] ✓ Exactas: 613 | Distancia: 17 | Pep: 11 | Fallos: 9
[7GKE] ✓ Exactas: 554 | Distancia: 14 | Pep: 9 | Fallos: 10
[7GFG] ✓ Exactas: 584 | Distancia: 16 | Pep: 8 | Fallos: 6
[7GBX] ✓ Exactas: 556 | Distancia: 18 | Pep: 8 | Fallos: 8
[7GEZ] ✓ Exactas: 512 | Distancia: 8 | Pep: 8 | Fallos: 8
[7GJA] ✓ Exactas: 615 | Distancia: 16 | Pep: 13 | Fallos: 10
[7L14] ✓ Exactas: 759 | Distancia: 10 | Pep: 15 | Fallos: 3
[7GIO] ✓ Exactas: 551 | Distancia: 16 | Pep: 9 | Fallos: 12
[8ACL] ✓ Exactas: 0 | Distancia: 313 | Pep: 9 | Fallos: 4
[7GIL] ✓ Exactas: 549 | Distancia: 15 | Pep: 9 | Fallos: 9
[7GDZ] ✓ Exactas: 476 | Distancia: 8 | Pep: 9 | Fallos: 8
[9GIL] ✓ Exactas: 665 | Distancia: 10 | Pep: 13 | Fallos: 7
[7GFS] ✓ Exactas: 568 | Distancia: 10 | Pep: 11 | Fallos: 10
[7GFH] ✓ Exactas: 562 | Distancia: 14 | Pep: 8 | Fallos: 8
[7VIC] ✓ Exactas: 270 | Distancia: 0 | Pep: 4 | Fallos: 0
[7GMZ] ✓ Exactas: 541 | Distancia: 13 | Pep: 9 | Fallos: 9
[7GIX] ✓ Exactas: 597 | Distancia: 16 | Pep: 11 | Fallos: 10
[7GGN] ✓ Exactas: 642 | Distancia: 8 | Pep: 10 | Fallos: 8
[7GFM] ✓ Exactas: 690 | Distancia: 22 | Pep: 11 | Fallos: 10
[7GIW] ✓ Exactas: 279 | Distancia: 9 | Pep: 9 | Fallos: 4
[7CA8] ✓ Exactas: 219 | Distancia: 0 | Pep: 7 | Fallos: 1
[7GCZ] ✓ Exactas: 606 | Distancia: 16 | Pep: 11 | Fallos: 10
[7GEN] ✓ Exactas: 506 | Distancia: 10 | Pep: 8 | Fallos: 4
[7GMK] ✓ Exactas: 533 | Distancia: 14 | Pep: 9 | Fallos: 10
[8DZ0] ✓ Exactas: 819 | Distancia: 9 | Pep: 14 | Fallos: 3
[7GFC] ✓ Exactas: 710 | Distancia: 12 | Pep: 11 | Fallos: 8
[7GCQ] ✓ Exactas: 556 | Distancia: 14 | Pep: 8 | Fallos: 8
[7GHM] ✓ Exactas: 830 | Distancia: 11 | Pep: 16 | Fallos: 6
[7GJ9] ✓ Exactas: 630 | Distancia: 19 | Pep: 10 | Fallos: 13
[7GHN] ✓ Exactas: 772 | Distancia: 9 | Pep: 15 | Fallos: 5
[7M8N] ✓ Exactas: 0 | Distancia: 858 | Pep: 18 | Fallos: 11
[7GIF] ✓ Exactas: 533 | Distancia: 15 | Pep: 9 | Fallos: 10
[5RH3] ✓ Exactas: 514 | Distancia: 12 | Pep: 8 | Fallos: 10
[7B2J] ✓ Exactas: 498 | Distancia: 12 | Pep: 7 | Fallos: 6
[8UEG] ✓ Exactas: 790 | Distancia: 16 | Pep: 17 | Fallos: 4
[8R16] ✓ Exactas: 527 | Distancia: 11 | Pep: 8 | Fallos: 5
[7GNF] ✓ Exactas: 551 | Distancia: 14 | Pep: 9 | Fallos: 5
[7GLA] ✓ Exactas: 545 | Distancia: 16 | Pep: 9 | Fallos: 10
[8UEF] ✓ Exactas: 868 | Distancia: 16 | Pep: 16 | Fallos: 6
[7GMI] ✓ Exactas: 563 | Distancia: 14 | Pep: 9 | Fallos: 9
[7GG2] ✓ Exactas: 580 | Distancia: 18 | Pep: 9 | Fallos: 8
[7GMG] ✓ Exactas: 599 | Distancia: 15 | Pep: 9 | Fallos: 8
[7L12] ✓ Exactas: 916 | Distancia: 18 | Pep: 17 | Fallos: 6
[7GIR] ✓ Exactas: 572 | Distancia: 16 | Pep: 9 | Fallos: 10
[7GGC] ✓ Exactas: 424 | Distancia: 6 | Pep: 9 | Fallos: 6
[9KSK] ✓ Exactas: 0 | Distancia: 563 | Pep: 19 | Fallos: 8
[7GJW] ✓ Exactas: 378 | Distancia: 8 | Pep: 12 | Fallos: 4
[7GM3] ✓ Exactas: 569 | Distancia: 14 | Pep: 9 | Fallos: 11
[7GEY] ✓ Exactas: 496 | Distancia: 14 | Pep: 8 | Fallos: 8
[8R12] ✓ Exactas: 629 | Distancia: 6 | Pep: 11 | Fallos: 6
[7GJ4] ✓ Exactas: 271 | Distancia: 6 | Pep: 9 | Fallos: 4
[7GIP] ✓ Exactas: 628 | Distancia: 20 | Pep: 11 | Fallos: 11
[7GNB] ✓ Exactas: 680 | Distancia: 17 | Pep: 9 | Fallos: 11
[7GLV] ✓ Exactas: 580 | Distancia: 16 | Pep: 9 | Fallos: 9
[7TEL] ✓ Exactas: 834 | Distancia: 28 | Pep: 13 | Fallos: 8
[7GK1] ✓ Exactas: 296 | Distancia: 8 | Pep: 9 | Fallos: 5
[7GKU] ✓ Exactas: 569 | Distancia: 12 | Pep: 9 | Fallos: 10
[7GMP] ✓ Exactas: 286 | Distancia: 7 | Pep: 9 | Fallos: 4
[7GDI] ✓ Exactas: 518 | Distancia: 14 | Pep: 8 | Fallos: 8
[7GIG] ✓ Exactas: 291 | Distancia: 7 | Pep: 9 | Fallos: 5
[7EN9] ✓ Exactas: 846 | Distancia: 10 | Pep: 16 | Fallos: 8
[7GCV] ✓ Exactas: 694 | Distancia: 8 | Pep: 14 | Fallos: 8
[7GL0] ✓ Exactas: 343 | Distancia: 8 | Pep: 10 | Fallos: 5
[7GBS] ✓ Exactas: 534 | Distancia: 14 | Pep: 9 | Fallos: 6
[7RME] ✓ Exactas: 608 | Distancia: 2 | Pep: 11 | Fallos: 4
[9DDF] ✓ Exactas: 0 | Distancia: 306 | Pep: 11 | Fallos: 6
[7GL6] ✓ Exactas: 537 | Distancia: 16 | Pep: 9 | Fallos: 8
[7GL5] ✓ Exactas: 555 | Distancia: 15 | Pep: 9 | Fallos: 8
[7GLY] ✓ Exactas: 558 | Distancia: 15 | Pep: 10 | Fallos: 10
[7GM5] ✓ Exactas: 542 | Distancia: 13 | Pep: 10 | Fallos: 8
[7GLM] ✓ Exactas: 593 | Distancia: 13 | Pep: 11 | Fallos: 9
[7NBT] ✓ Exactas: 516 | Distancia: 18 | Pep: 9 | Fallos: 4
[7GKJ] ✓ Exactas: 724 | Distancia: 21 | Pep: 14 | Fallos: 8
[7GG5] ✓ Exactas: 630 | Distancia: 24 | Pep: 13 | Fallos: 8
[5RH2] ✓ Exactas: 502 | Distancia: 12 | Pep: 8 | Fallos: 6
[7GBV] ✓ Exactas: 554 | Distancia: 14 | Pep: 9 | Fallos: 6
[7GFI] ✓ Exactas: 582 | Distancia: 12 | Pep: 12 | Fallos: 8
[7GJO] ✓ Exactas: 299 | Distancia: 7 | Pep: 9 | Fallos: 5
[7GF6] ✓ Exactas: 662 | Distancia: 18 | Pep: 13 | Fallos: 8
[7GKD] ✓ Exactas: 282 | Distancia: 8 | Pep: 9 | Fallos: 4
[7GIB] ✓ Exactas: 550 | Distancia: 17 | Pep: 9 | Fallos: 9
[7GJQ] ✓ Exactas: 282 | Distancia: 8 | Pep: 9 | Fallos: 5
[7GK8] ✓ Exactas: 571 | Distancia: 15 | Pep: 9 | Fallos: 11
[9VS1] ✓ Exactas: 518 | Distancia: 6 | Pep: 15 | Fallos: 5
[7GK4] ✓ Exactas: 247 | Distancia: 8 | Pep: 9 | Fallos: 6
[7GM0] ✓ Exactas: 629 | Distancia: 14 | Pep: 11 | Fallos: 7
[7GN6] ✓ Exactas: 312 | Distancia: 8 | Pep: 9 | Fallos: 3
[9HAJ] ✓ Exactas: 356 | Distancia: 8 | Pep: 15 | Fallos: 2
[7GKR] ✓ Exactas: 569 | Distancia: 15 | Pep: 9 | Fallos: 9
[9G0I] ✓ Exactas: 0 | Distancia: 412 | Pep: 14 | Fallos: 8
[8ACD] ✓ Exactas: 0 | Distancia: 341 | Pep: 11 | Fallos: 2
[7GI9] ✓ Exactas: 565 | Distancia: 19 | Pep: 9 | Fallos: 9
[7GLG] ✓ Exactas: 570 | Distancia: 14 | Pep: 9 | Fallos: 10
[7RLS] ✓ Exactas: 646 | Distancia: 6 | Pep: 12 | Fallos: 6
[7GCK] ✓ Exactas: 560 | Distancia: 10 | Pep: 9 | Fallos: 8
[7NEO] ✓ Exactas: 538 | Distancia: 2 | Pep: 9 | Fallos: 4
[7GFU] ✓ Exactas: 600 | Distancia: 16 | Pep: 9 | Fallos: 8
[7GJI] ✓ Exactas: 570 | Distancia: 17 | Pep: 9 | Fallos: 8
[7GM1] ✓ Exactas: 294 | Distancia: 9 | Pep: 9 | Fallos: 5
[7GMU] ✓ Exactas: 274 | Distancia: 6 | Pep: 9 | Fallos: 8
[7O46] ✓ Exactas: 526 | Distancia: 8 | Pep: 10 | Fallos: 6
[7GGX] ✓ Exactas: 610 | Distancia: 16 | Pep: 9 | Fallos: 6
[7GFP] ✓ Exactas: 562 | Distancia: 12 | Pep: 11 | Fallos: 8
[7GJ8] ✓ Exactas: 558 | Distancia: 16 | Pep: 9 | Fallos: 9
[7GKO] ✓ Exactas: 557 | Distancia: 14 | Pep: 9 | Fallos: 12
[7GKX] ✓ Exactas: 261 | Distancia: 8 | Pep: 8 | Fallos: 5
[7GFK] ✓ Exactas: 482 | Distancia: 10 | Pep: 9 | Fallos: 6
[7LTJ] ✓ Exactas: 638 | Distancia: 8 | Pep: 11 | Fallos: 6
[7GIT] ✓ Exactas: 533 | Distancia: 16 | Pep: 9 | Fallos: 10
[8CZ7] ✓ Exactas: 660 | Distancia: 21 | Pep: 11 | Fallos: 12
[8UR9] ✓ Exactas: 0 | Distancia: 420 | Pep: 18 | Fallos: 3
[7GBZ] ✓ Exactas: 472 | Distancia: 4 | Pep: 8 | Fallos: 4
[7KX5] ✓ Exactas: 810 | Distancia: 6 | Pep: 14 | Fallos: 10
[7GK2] ✓ Exactas: 357 | Distancia: 8 | Pep: 12 | Fallos: 5
[7GJR] ✓ Exactas: 303 | Distancia: 10 | Pep: 9 | Fallos: 6
[7GM9] ✓ Exactas: 595 | Distancia: 15 | Pep: 11 | Fallos: 9
[7GLH] ✓ Exactas: 270 | Distancia: 7 | Pep: 9 | Fallos: 5
[7GG7] ✓ Exactas: 690 | Distancia: 26 | Pep: 14 | Fallos: 10
[9HAK] ✓ Exactas: 374 | Distancia: 9 | Pep: 15 | Fallos: 3
[7GGF] ✓ Exactas: 694 | Distancia: 24 | Pep: 15 | Fallos: 8
[7M8P] ✓ Exactas: 0 | Distancia: 418 | Pep: 19 | Fallos: 5
[7GK7] ✓ Exactas: 400 | Distancia: 11 | Pep: 12 | Fallos: 5
[7GI8] ✓ Exactas: 579 | Distancia: 17 | Pep: 9 | Fallos: 11
[7GN9] ✓ Exactas: 591 | Distancia: 16 | Pep: 10 | Fallos: 8
[7GKZ] ✓ Exactas: 246 | Distancia: 6 | Pep: 9 | Fallos: 2
[8I4S] ✓ Exactas: 522 | Distancia: 10 | Pep: 14 | Fallos: 0
[7GNI] ✓ Exactas: 637 | Distancia: 18 | Pep: 9 | Fallos: 9
[7GGE] ✓ Exactas: 650 | Distancia: 22 | Pep: 13 | Fallos: 8
[7GII] ✓ Exactas: 625 | Distancia: 20 | Pep: 11 | Fallos: 12
[7GKK] ✓ Exactas: 518 | Distancia: 7 | Pep: 9 | Fallos: 9
[7GFE] ✓ Exactas: 814 | Distancia: 16 | Pep: 13 | Fallos: 10
[7GJZ] ✓ Exactas: 837 | Distancia: 24 | Pep: 14 | Fallos: 11
[7GIV] ✓ Exactas: 574 | Distancia: 16 | Pep: 9 | Fallos: 11
[7GGM] ✓ Exactas: 560 | Distancia: 16 | Pep: 8 | Fallos: 10
[7GJX] ✓ Exactas: 281 | Distancia: 8 | Pep: 9 | Fallos: 6
[7GGJ] ✓ Exactas: 610 | Distancia: 16 | Pep: 9 | Fallos: 8
[7TEK] ✓ Exactas: 688 | Distancia: 8 | Pep: 12 | Fallos: 6
[8W1U] ✓ Exactas: 687 | Distancia: 17 | Pep: 13 | Fallos: 7
[7GJM] ✓ Exactas: 288 | Distancia: 8 | Pep: 9 | Fallos: 4
[7GFL] ✓ Exactas: 536 | Distancia: 12 | Pep: 9 | Fallos: 6
[8R11] ✓ Exactas: 554 | Distancia: 14 | Pep: 9 | Fallos: 8
[7GER] ✓ Exactas: 604 | Distancia: 20 | Pep: 9 | Fallos: 10
[7GI6] ✓ Exactas: 592 | Distancia: 18 | Pep: 9 | Fallos: 11
[7GBE] ✓ Exactas: 536 | Distancia: 10 | Pep: 8 | Fallos: 8
[7M8O] ✓ Exactas: 0 | Distancia: 416 | Pep: 18 | Fallos: 7
[7GGT] ✓ Exactas: 576 | Distancia: 12 | Pep: 9 | Fallos: 8
[8CYZ] ✓ Exactas: 672 | Distancia: 20 | Pep: 11 | Fallos: 10
[8Y42] ✓ Exactas: 418 | Distancia: 7 | Pep: 16 | Fallos: 2
[7GIH] ✓ Exactas: 582 | Distancia: 17 | Pep: 10 | Fallos: 10
[7GB6] ✓ Exactas: 608 | Distancia: 10 | Pep: 11 | Fallos: 6
[7GME] ✓ Exactas: 542 | Distancia: 12 | Pep: 9 | Fallos: 7
[7GH7] ✓ Exactas: 564 | Distancia: 14 | Pep: 9 | Fallos: 8
[7RMT] ✓ Exactas: 666 | Distancia: 4 | Pep: 12 | Fallos: 4
[7GGI] ✓ Exactas: 582 | Distancia: 10 | Pep: 8 | Fallos: 8
[7GGH] ✓ Exactas: 588 | Distancia: 20 | Pep: 11 | Fallos: 10
[7RN4] ✓ Exactas: 640 | Distancia: 8 | Pep: 11 | Fallos: 10
[7GE3] ✓ Exactas: 544 | Distancia: 14 | Pep: 8 | Fallos: 4
[7GI7] ✓ Exactas: 674 | Distancia: 22 | Pep: 13 | Fallos: 10
[7GN4] ✓ Exactas: 561 | Distancia: 17 | Pep: 10 | Fallos: 9
[9G0H] ✓ Exactas: 0 | Distancia: 364 | Pep: 13 | Fallos: 3
[7GH5] ✓ Exactas: 534 | Distancia: 12 | Pep: 9 | Fallos: 8
[5RGV] ✓ Exactas: 466 | Distancia: 14 | Pep: 7 | Fallos: 8
[7GE4] ✓ Exactas: 586 | Distancia: 14 | Pep: 9 | Fallos: 8
[7GHE] ✓ Exactas: 596 | Distancia: 12 | Pep: 10 | Fallos: 8
[7GIS] ✓ Exactas: 553 | Distancia: 16 | Pep: 9 | Fallos: 12
[8YKJ] ✓ Exactas: 634 | Distancia: 2 | Pep: 13 | Fallos: 2
[7UR9] ✓ Exactas: 847 | Distancia: 20 | Pep: 15 | Fallos: 5
[7GNS] ✓ Exactas: 666 | Distancia: 19 | Pep: 11 | Fallos: 7
[7GKI] ✓ Exactas: 276 | Distancia: 7 | Pep: 9 | Fallos: 4
[7EN8] ✓ Exactas: 741 | Distancia: 13 | Pep: 14 | Fallos: 8
[9LVR] ✓ Exactas: 332 | Distancia: 5 | Pep: 14 | Fallos: 6
[7M8M] ✓ Exactas: 0 | Distancia: 370 | Pep: 16 | Fallos: 5
[7GNC] ✓ Exactas: 611 | Distancia: 19 | Pep: 9 | Fallos: 12
[7GJJ] ✓ Exactas: 400 | Distancia: 9 | Pep: 12 | Fallos: 5
[7GJU] ✓ Exactas: 293 | Distancia: 9 | Pep: 9 | Fallos: 6
[7GN7] ✓ Exactas: 305 | Distancia: 10 | Pep: 9 | Fallos: 3
[7GJF] ✓ Exactas: 709 | Distancia: 20 | Pep: 12 | Fallos: 9
[7GJY] ✓ Exactas: 294 | Distancia: 7 | Pep: 9 | Fallos: 5
[7GML] ✓ Exactas: 528 | Distancia: 14 | Pep: 9 | Fallos: 8
[7GLE] ✓ Exactas: 282 | Distancia: 6 | Pep: 10 | Fallos: 6
[7GKA] ✓ Exactas: 551 | Distancia: 15 | Pep: 9 | Fallos: 11
[9DDG] ✓ Exactas: 0 | Distancia: 373 | Pep: 12 | Fallos: 9
[7GMB] ✓ Exactas: 539 | Distancia: 13 | Pep: 9 | Fallos: 7
[7LMF] ✓ Exactas: 671 | Distancia: 23 | Pep: 13 | Fallos: 6
[7GAV] ✓ Exactas: 499 | Distancia: 15 | Pep: 9 | Fallos: 10
[7P2G] ✓ Exactas: 238 | Distancia: 3 | Pep: 10 | Fallos: 3
[7GFB] ✓ Exactas: 574 | Distancia: 18 | Pep: 9 | Fallos: 8
[7GEI] ✓ Exactas: 554 | Distancia: 18 | Pep: 8 | Fallos: 10
[7GI4] ✓ Exactas: 689 | Distancia: 13 | Pep: 14 | Fallos: 10
[7GK0] ✓ Exactas: 300 | Distancia: 6 | Pep: 11 | Fallos: 5
[8UDQ] ✓ Exactas: 770 | Distancia: 10 | Pep: 17 | Fallos: 6
[7GFO] ✓ Exactas: 640 | Distancia: 22 | Pep: 11 | Fallos: 12
[7GD5] ✓ Exactas: 636 | Distancia: 24 | Pep: 13 | Fallos: 10
[7GN0] ✓ Exactas: 297 | Distancia: 9 | Pep: 11 | Fallos: 5
[7GM7] ✓ Exactas: 543 | Distancia: 17 | Pep: 9 | Fallos: 8
[7GH6] ✓ Exactas: 596 | Distancia: 14 | Pep: 11 | Fallos: 8
[7GN8] ✓ Exactas: 563 | Distancia: 16 | Pep: 9 | Fallos: 8
[7GF2] ✓ Exactas: 588 | Distancia: 14 | Pep: 8 | Fallos: 8
[7GLD] ✓ Exactas: 296 | Distancia: 9 | Pep: 11 | Fallos: 5
[7GMF] ✓ Exactas: 591 | Distancia: 14 | Pep: 9 | Fallos: 10
[8UDO] ✓ Exactas: 916 | Distancia: 16 | Pep: 19 | Fallos: 4
[7GH1] ✓ Exactas: 516 | Distancia: 8 | Pep: 8 | Fallos: 12
[7GIM] ✓ Exactas: 556 | Distancia: 13 | Pep: 9 | Fallos: 10
[7GJB] ✓ Exactas: 596 | Distancia: 17 | Pep: 11 | Fallos: 9
[7S4B] ✓ Exactas: 544 | Distancia: 20 | Pep: 8 | Fallos: 8
[7GGQ] ✓ Exactas: 588 | Distancia: 16 | Pep: 9 | Fallos: 8
[7L11] ✓ Exactas: 761 | Distancia: 12 | Pep: 15 | Fallos: 5
[9KSI] ✓ Exactas: 0 | Distancia: 517 | Pep: 19 | Fallos: 12
[7GKL] ✓ Exactas: 251 | Distancia: 5 | Pep: 9 | Fallos: 5
[7GN5] ✓ Exactas: 638 | Distancia: 18 | Pep: 11 | Fallos: 10
[7GNH] ✓ Exactas: 665 | Distancia: 18 | Pep: 11 | Fallos: 9
[9NU6] ✓ Exactas: 441 | Distancia: 3 | Pep: 13 | Fallos: 5
[7GJS] ✓ Exactas: 305 | Distancia: 7 | Pep: 9 | Fallos: 6
[7GE9] ✓ Exactas: 504 | Distancia: 12 | Pep: 8 | Fallos: 8
[7GMM] ✓ Exactas: 527 | Distancia: 13 | Pep: 9 | Fallos: 11
[7GFN] ✓ Exactas: 648 | Distancia: 24 | Pep: 13 | Fallos: 10
[8SXR] ✓ Exactas: 720 | Distancia: 24 | Pep: 12 | Fallos: 13
[8UEH] ✓ Exactas: 882 | Distancia: 12 | Pep: 17 | Fallos: 8
[7GET] ✓ Exactas: 544 | Distancia: 16 | Pep: 8 | Fallos: 8
[7GJ3] ✓ Exactas: 589 | Distancia: 16 | Pep: 9 | Fallos: 7
[7GHB] ✓ Exactas: 630 | Distancia: 12 | Pep: 10 | Fallos: 10
[7GMY] ✓ Exactas: 306 | Distancia: 9 | Pep: 10 | Fallos: 5
[8Y44] ✓ Exactas: 381 | Distancia: 6 | Pep: 13 | Fallos: 3
[8CYU] ✓ Exactas: 689 | Distancia: 20 | Pep: 12 | Fallos: 12
[7RMZ] ✓ Exactas: 684 | Distancia: 4 | Pep: 11 | Fallos: 4
[7GKB] ✓ Exactas: 574 | Distancia: 11 | Pep: 9 | Fallos: 8
[7GKF] ✓ Exactas: 290 | Distancia: 6 | Pep: 9 | Fallos: 5
[8CZ4] ✓ Exactas: 648 | Distancia: 22 | Pep: 11 | Fallos: 10
[7GEB] ✓ Exactas: 564 | Distancia: 2 | Pep: 8 | Fallos: 4
[7GNG] ✓ Exactas: 549 | Distancia: 10 | Pep: 9 | Fallos: 7
[7GFT] ✓ Exactas: 588 | Distancia: 12 | Pep: 11 | Fallos: 10
[7GKC] ✓ Exactas: 646 | Distancia: 16 | Pep: 13 | Fallos: 7
[7GNE] ✓ Exactas: 587 | Distancia: 10 | Pep: 10 | Fallos: 2
[7M8Y] ✓ Exactas: 0 | Distancia: 816 | Pep: 17 | Fallos: 6
[7GEW] ✓ Exactas: 584 | Distancia: 16 | Pep: 8 | Fallos: 8
[7GKV] ✓ Exactas: 555 | Distancia: 13 | Pep: 9 | Fallos: 12
[7GJK] ✓ Exactas: 303 | Distancia: 9 | Pep: 10 | Fallos: 4
[7GMJ] ✓ Exactas: 559 | Distancia: 17 | Pep: 9 | Fallos: 8
[8ZT9] ✓ Exactas: 454 | Distancia: 6 | Pep: 15 | Fallos: 1
[7GH4] ✓ Exactas: 586 | Distancia: 14 | Pep: 8 | Fallos: 6
[7GKS] ✓ Exactas: 568 | Distancia: 12 | Pep: 10 | Fallos: 8
[7M8X] ✓ Exactas: 0 | Distancia: 758 | Pep: 15 | Fallos: 8
[7GIA] ✓ Exactas: 513 | Distancia: 14 | Pep: 9 | Fallos: 10
[7GEK] ✓ Exactas: 508 | Distancia: 12 | Pep: 8 | Fallos: 10
[7GLK] ✓ Exactas: 575 | Distancia: 15 | Pep: 11 | Fallos: 10
[7GNQ] ✓ Exactas: 619 | Distancia: 16 | Pep: 13 | Fallos: 8
[7GL2] ✓ Exactas: 608 | Distancia: 16 | Pep: 11 | Fallos: 8
[8UDW] ✓ Exactas: 858 | Distancia: 14 | Pep: 19 | Fallos: 4
[7GND] ✓ Exactas: 532 | Distancia: 13 | Pep: 9 | Fallos: 6
[8UDX] ✓ Exactas: 930 | Distancia: 18 | Pep: 19 | Fallos: 6
[7GGL] ✓ Exactas: 558 | Distancia: 16 | Pep: 10 | Fallos: 8
[7GGR] ✓ Exactas: 558 | Distancia: 14 | Pep: 8 | Fallos: 10
[7GMR] ✓ Exactas: 528 | Distancia: 11 | Pep: 9 | Fallos: 8
[7GKP] ✓ Exactas: 269 | Distancia: 6 | Pep: 8 | Fallos: 5
[7GJD] ✓ Exactas: 560 | Distancia: 15 | Pep: 9 | Fallos: 10
[7GLZ] ✓ Exactas: 538 | Distancia: 14 | Pep: 9 | Fallos: 9
[7GKG] ✓ Exactas: 278 | Distancia: 9 | Pep: 9 | Fallos: 6
[7GL7] ✓ Exactas: 646 | Distancia: 14 | Pep: 9 | Fallos: 7
[9HJH] ✓ Exactas: 318 | Distancia: 4 | Pep: 12 | Fallos: 2
[7VTH] ✓ Exactas: 805 | Distancia: 6 | Pep: 13 | Fallos: 8
[7GK6] ✓ Exactas: 275 | Distancia: 7 | Pep: 9 | Fallos: 7
[8Q71] ✓ Exactas: 0 | Distancia: 702 | Pep: 11 | Fallos: 13
[7GF1] ✓ Exactas: 548 | Distancia: 14 | Pep: 8 | Fallos: 6
[7GIQ] ✓ Exactas: 561 | Distancia: 15 | Pep: 9 | Fallos: 9
[7L0D] ✓ Exactas: 0 | Distancia: 632 | Pep: 12 | Fallos: 14
[7GJ6] ✓ Exactas: 563 | Distancia: 13 | Pep: 9 | Fallos: 12
[7GKY] ✓ Exactas: 516 | Distancia: 13 | Pep: 9 | Fallos: 9
[7GN2] ✓ Exactas: 577 | Distancia: 17 | Pep: 9 | Fallos: 9
[7GMH] ✓ Exactas: 542 | Distancia: 15 | Pep: 9 | Fallos: 7
[7GLW] ✓ Exactas: 580 | Distancia: 20 | Pep: 9 | Fallos: 7
[7GNL] ✓ Exactas: 705 | Distancia: 16 | Pep: 11 | Fallos: 9
[7GFR] ✓ Exactas: 576 | Distancia: 16 | Pep: 8 | Fallos: 8
[7GKL] ✓ Exactas: 251 | Distancia: 5 | Pep: 9 | Fallos: 5
[7GFS] ✓ Exactas: 568 | Distancia: 10 | Pep: 11 | Fallos: 10
[7GNS] ✓ Exactas: 666 | Distancia: 19 | Pep: 11 | Fallos: 7
[8UEH] ✓ Exactas: 882 | Distancia: 12 | Pep: 17 | Fallos: 8
[7GBS] ✓ Exactas: 534 | Distancia: 14 | Pep: 9 | Fallos: 6
[7GAW] ✓ Exactas: 606 | Distancia: 18 | Pep: 11 | Fallos: 8
[7GMK] ✓ Exactas: 533 | Distancia: 14 | Pep: 9 | Fallos: 10
[7GFA] ✓ Exactas: 586 | Distancia: 16 | Pep: 9 | Fallos: 10
[7GFG] ✓ Exactas: 584 | Distancia: 16 | Pep: 8 | Fallos: 6
[7GJT] ✓ Exactas: 389 | Distancia: 9 | Pep: 15 | Fallos: 3
[7GMF] ✓ Exactas: 591 | Distancia: 14 | Pep: 9 | Fallos: 10
[7RME] ✓ Exactas: 608 | Distancia: 2 | Pep: 11 | Fallos: 4
[7GGK] ✓ Exactas: 676 | Distancia: 18 | Pep: 11 | Fallos: 10
[9GIL] ✓ Exactas: 665 | Distancia: 10 | Pep: 13 | Fallos: 7
[7L11] ✓ Exactas: 761 | Distancia: 12 | Pep: 15 | Fallos: 5
[7GIQ] ✓ Exactas: 561 | Distancia: 15 | Pep: 9 | Fallos: 9
[7GFT] ✓ Exactas: 588 | Distancia: 12 | Pep: 11 | Fallos: 10
[7GJ3] ✓ Exactas: 589 | Distancia: 16 | Pep: 9 | Fallos: 7
[7M8Y] ✓ Exactas: 0 | Distancia: 816 | Pep: 17 | Fallos: 6
[7GMH] ✓ Exactas: 542 | Distancia: 15 | Pep: 9 | Fallos: 7
[7LMD] ✓ Exactas: 676 | Distancia: 24 | Pep: 12 | Fallos: 8
[7GIO] ✓ Exactas: 551 | Distancia: 16 | Pep: 9 | Fallos: 12
[8CYZ] ✓ Exactas: 672 | Distancia: 20 | Pep: 11 | Fallos: 10
[8ZT9] ✓ Exactas: 454 | Distancia: 6 | Pep: 15 | Fallos: 1
[8UDP] ✓ Exactas: 934 | Distancia: 18 | Pep: 17 | Fallos: 4
[7CA8] ✓ Exactas: 219 | Distancia: 0 | Pep: 7 | Fallos: 1
[7GE3] ✓ Exactas: 544 | Distancia: 14 | Pep: 8 | Fallos: 4
[7GIP] ✓ Exactas: 628 | Distancia: 20 | Pep: 11 | Fallos: 11
[8SXR] ✓ Exactas: 720 | Distancia: 24 | Pep: 12 | Fallos: 13
[7L10] ✓ Exactas: 582 | Distancia: 10 | Pep: 10 | Fallos: 6
[7GBD] ✓ Exactas: 690 | Distancia: 10 | Pep: 13 | Fallos: 8
[7GF1] ✓ Exactas: 548 | Distancia: 14 | Pep: 8 | Fallos: 6
[7GNE] ✓ Exactas: 587 | Distancia: 10 | Pep: 10 | Fallos: 2
[7GK8] ✓ Exactas: 571 | Distancia: 15 | Pep: 9 | Fallos: 11
[7GGW] ✓ Exactas: 588 | Distancia: 14 | Pep: 9 | Fallos: 10
[7GBI] ✓ Exactas: 546 | Distancia: 14 | Pep: 8 | Fallos: 6
[7GM1] ✓ Exactas: 294 | Distancia: 9 | Pep: 9 | Fallos: 5
[7GMM] ✓ Exactas: 527 | Distancia: 13 | Pep: 9 | Fallos: 11
[8R14] ✓ Exactas: 573 | Distancia: 7 | Pep: 7 | Fallos: 5
[6M2N] ✓ Exactas: 431 | Distancia: 7 | Pep: 11 | Fallos: 6
[7GN5] ✓ Exactas: 638 | Distancia: 18 | Pep: 11 | Fallos: 10
[7GN9] ✓ Exactas: 591 | Distancia: 16 | Pep: 10 | Fallos: 8
